SKU,Handle,Name,Description,Vendor,Type,Tags,Stock,Sale price,Regular price,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s)
stamp1020,2011 US Wedding Roses Sheet,2011 US Wedding Roses Sheet,"<p>On April 21, 2011, in Washington, DC, the Postal Ser­vice™ will issue a Wedding Roses commemorative stamp (Forever® priced at 44 cents), in one design in a pressure-sensitive adhesive (PSA) pane of 20 stamps. The stamps, designed by Ethel Kessler, Bethesda, Mary­land, features a photograph taken by Renee Comet of Washington, DC.</p><p>The photograph shows two white roses gently resting atop a piece of wedding correspondence.A white ribbon is visible in the background. The Wed­ding Roses stamps will go on sale nationwide April 21, 2011.</p><p>Although modern couples plan weddings that reflect each person’s individuality, roses have remained a bridal tradition throughout many generations. Many people feel nothing conveys love better than a rose.</p><p>Searching for an elegant wedding roses stamps to compliment your wedding invitations? The wedding roses stamps features two beautiful white roses to ensure that your wedding correspondence will be remembered.</p><h3>Stamps Pattern Background</h3><p>Suitors introduced the rose as a symbol of love in the Victorian Era. Strict rules of conduct made it impossible for smitten young men to express their emotions verbally. A “language of flowers” developed, which allowed lovers to communicate sentiments by the type, color, and number of flowers they gave one another.</p><p>The gift of red roses is a declaration of love, while pink roses convey sweetness, grace, and poetic romance. White roses carried on a bride’s wedding day signify eternal love, purity, and innocence.</p><p>According to tradition, long-stemmed roses are an expression of love and devotion. They represent love that is deep and long-lasting. Because the number twelve represents a complete cycle, a dozen roses are the symbol of complete love. Since there are 24 hours in a day, two dozen roses signify complete devotion each moment of every day. So it’s a special way to send a message of love to use the stamps with the wedding roses.</p><p>Brand new, 1 sheets of 20 first class stamps (20 total stamps).<br />Forever stamps are always equal in value to the current first-class mail one-ounce rate.<br />Features wedding roses design.<br />Great for weddings, invitations, and other mailings.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2011, All Stamps, Flowers Stamps, Format Stamps, Love\/Wedding Stamps, Sheet, Wedding",140,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/Wedding-Rose-Stamps-USPS-Forever-Stamps-570x570-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/2-550x550-2.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/4-550x550-1.jpg",Specification,"5 sheets of 100 pieces, 10 sheets of 200 pieces, 25 sheets of 500 pieces",,
stamp1021,2020 US Drug Free Sheet,2020 US Drug Free Sheet,"<p>The U.S. Postal Service joins the effort to raise awareness about the dangers of drug use with the release of the Drug Free USA Stamps.</p><p>Featuring original artwork by Aaron Draplin, the Drug Free USA stamps depicts a white star with lines of red, light blue, and blue radiating from one side of each of the star’s five points, suggesting the unity necessary at all levels to effectively address drug use. Greg Breeding designed the stamps and was the typographer. William J. Gicker was the art director.</p><h3>Stamp Pattern Background</h3><p>Drug use can have negative impacts not only on individual health and functioning, but also on the well-being of families and entire communities. Recent surveys indicate that more than 50 million Americans age 12 or older—nearly one in five people—have used an illicit drug in the previous year, and, according to the Centers for Disease Control and Prevention, overdose is a leading cause of injury-related death in the U.S.</p><p>To fully address drug use requires a unified effort at every level of the community. Research has demonstrated that children are less likely to use drugs, alcohol, and tobacco when their parents or other adults communicate clearly and consistently about the risks. Educators, health care professionals, and policymakers can all play a role in addressing drug use through prevention and early intervention.</p><p>National Recovery Month, observed annually in September, raises awareness about the effectiveness of substance use disorder treatment and mental health services and serves as an important reminder that recovery is possible. The Red Ribbon Week® campaign, which takes place in schools and communities nationwide every year from October 23 through October 31, helps parents as well as teachers, business owners, and neighborhood organizations promote drug use awareness. Participants wear a red ribbon or red to symbolize their dedication to preventing drug use. The annual campaign is sponsored by the National Family Partnership.</p><p>The Drug Free USA stamp is being issued as a Forever® stamp. This Forever stamp is always equal in value to the current First-Class Mail® one-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2020, All Stamps, Any Occasion Stamps, Format Stamps, Sheet, Thanks\/Congrats Stamps",107,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/Drug-Free-1000x1000-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/大五角星.jpg",Specification,"5 sheets of 100 pieces, 10 sheets of 200 pieces, 25 sheets of 500 pieces",,
stamp1022,2020 US Earth Day Booklet,2020 US Earth Day Booklet,"<p>WASHINGTON, DC — The U.S. Postal Service honors the 50th anniversary of Earth Day by putting its own stamp on raising awareness of our environment and the communities in which we live and serve. The new Earth Day stamps marks five decades of Americans coming together to celebrate the importance of protecting the environment. The Earth Day Stamps will be available for sale nationwide on April 18.</p><p>The Postal Service has canceled the first-day-of-issue ceremony for the Earth Day stamp due to social distancing guidance.</p><p>On the first Earth Day in 1970, millions of people across America joined to rally against pollution. The event quickly developed into an annual tradition. As time passed, educating children about the environment became a priority, with the annual celebration also providing an opportunity for businesses to showcase new goods and services that are mindful of the environment.</p><p>Today, Earth Day remains a high-profile day for people around the world to recognize the importance of the planet and the impact of their environmental footprint. The Earth Day Forever stamp is a reminder for both senders and recipients that we share the atmosphere on our planet.</p><p>The Earth Day stamps is being issued in booklets of 20 stamps. Art director Antonio Alcalá created the painting of Earth, using gouache on watercolor paper. The design features small green lines surrounding the blue planet. The title of the stamp runs across the top, and the words “Forever” and “USA” appear along the bottom. Ricky Altizer was the typographer. This Earth Day Stamps will always be equal in value to the current First-Class Mail 1-ounce price.</p><h3>Source of Stamp Background</h3><p>In the 1950s and 1960s, as the dangers of pollution were becoming a common concern, a groundswell of support began for a day to celebrate the planet. It gained further traction in 1969 after what was then the largest oil spill in U.S. history occurred off the coast of Santa Barbara, CA.</p><p>Soon after the spill, Sen. Gaylord Nelson (D-WI), a conservationist who championed legislation to protect natural resources, resolved to unite the nation around environmental causes. Senator Nelson inspired thousands of people to organize environmental teach-ins at universities, schools and community centers around the country. April 22, between college spring break and finals, was chosen as the date for a national observance.</p><p>Among these politicians was Wisconsin Senator Gaylord Nelson. Nelson had witnessed the effects of the Santa Barbara oil spill and wanted to do something to prevent future horrors. At the time, American schools were a hotbed for anti-war protests. He believed that if he could harness that same enthusiasm for the rising interest in air and water pollution, he could make environmental protection a part of the national political agenda.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2020, All Stamps, Any Occasion Stamps, Booklet, Format Stamps, Science & Space Stamps",189,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/40-2020地球.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/40-2020地球-1.jpg",Specification,"5 booklets of 100 pieces, 10 booklets of 200 pieces, 25 booklets of 500 pieces",,
stamp1023,2021 US Lighthouse Sheet,2021 US Lighthouse Sheet,"<p>Lighthouses — with their beauty, mystery and aura of romance — have fascinated and enchanted people for centuries. The Postal Service continues to share in that tradition with Forever Mid-Atlantic Lighthouses stamps, the latest in its continuing series of popular lighthouse stamps.</p><p>Full Sheet of 20 Mid Atlantic Lighthouses Forever Postage Stamps.<br />Each stamp features an original acrylic painting of one of the following lighthouses: – Montauk Point, New York – Thomas Point Shoal, Maryland – Harbor of Refuge, Delaware – Navesink, New Jersey – Erie Harbor, Pennsylvania</p><p>America’s lighthouses have been guiding mariners to safety for 300 years. Their styles, locations, and construction methods differ, but their purpose is the same: to light the way through treacherous waters. This is the seventh and final issuance in the U.S. Postal Service Lighthouse series. Each stamp features an original acrylic painting of one of the following lighthouses: – Montauk Point, New York – Thomas Point Shoal, Maryland – Harbor of Refuge, Delaware – Navesink, New Jersey – Erie Harbor, Pennsylvania.</p><p>Linda Malone, vice president of engineering systems, U.S. Postal Service who design this stamp.</p><h3>Lighthouses Stamps Background</h3><p>For three centuries, the beacons of America’s lighthouses have been guiding mariners through treacherous waters. Though the five mid-Atlantic lighthouses being recognized have a common purpose, each has its own unique story — and its own mysterious, eternal appeal.</p><p>Authorized by George Washington and completed in 1796, Montauk Point Lighthouse (New York) is one of the oldest lights in continuous operation in the United States.</p><p>Navesink (New Jersey) is one of only seven stations in the country to feature two lighthouse towers.</p><p>The tower of the Erie Harbor Pierhead Light (Pennsylvania) tapers from its base to its midsection, then rises straight from there to the top, the only lighthouse tower with this shape in the United States.</p><p>Harbor of Refuge Lighthouse (Delaware) has stood within the breakwater since 1926 and is still an active aid to navigation.</p><p>And located in the Chesapeake Bay (Maryland), the Thomas Point Shoal Lighthouse has withstood the elements since 1875.</p><p>The Mid-Atlantic Lighthouses stamps are being issued as Forever stamps. These Forever stamps are always equal in value to the current First-Class Mail 1-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2021, All Stamps, Commemorative Stamps, Format Stamps, Landscapes Stamps, Sheet",101,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/Mid-Atlantic-Lighthouses-2021Stamnow.com-2.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/91j0WfWTNML.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/Mid-Atlantic-Lighthouses-2021Stamnow.com-1.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/Mid-Atlantic-Lighthouses-2021Stamnow.com_.png",Specification,"5 sheets of 100 pieces, 10 sheets of 200 pieces, 25 sheets of 500 pieces",,
stamp1024,2017 US Disney Villains Sheet,2017 US Disney Villains Sheet,"<p>ANAHEIM, CA — Tomorrow, the U.S. Postal Service will celebrate the rich legacy of the Walt Disney Studio’s Ink & Paint Department by dedicating a sheet of 20 Forever stamps featuring 10 classic Disney Villains. Postmaster General Megan J. Brennan will be joined by Disney officials in dedicating the stamps.</p><p>“The Postal Service is highlighting the Disney Villains and the pioneering spirit of the Ink and Paint Department that brought many of these characters to life,” said Brennan. “These Forever stamps are our way of saying Disney Villains will forever entertain us and serve as a tribute Disney’s artistry and storytelling skill.”<br />Each stamp showcases one of 10 classic Disney Villains set against a blue background.</p><h3>Stamps Pattern</h3><p>From left: the Queen (Snow White and the Seven Dwarfs), Honest John (Pinocchio), Lady Tremaine (Cinderella), the Queen of Hearts (Alice in Wonderland) and Captain Hook (Peter Pan),</p><p>From left: Maleficent (Sleeping Beauty), Cruella De Vil (One Hundred and One Dalmatians), Ursula (The Little Mermaid), Gaston (Beauty and the Beast) and Scar (The Lion King).</p><p>He words “USA” and “Forever” appear in the top right corner or bottom right corner of each stamp and the name of the classic villain and the movie in which the character appears runs along the left edge.</p><h3>The Art of Animation</h3><p>Beginning in 1923, as part of Walt Disney Animation Studios, Disney’s Ink & Paint Department helped create classic animated films. Its artists brought life to countless memorable characters, including many iconic Disney Villains. One of the first groups of its kind, Disney’s Ink & Paint Department was yet another stop on the road to creating an animated film.</p><p>Art director Derry Noyes of Washington, DC, worked closely with Disney Creative Director, David Pacheco and the team at Walt Disney Studio’s Ink and Paint Department to design this issuance.</p><p>The Disney Villains from the Walt Disney Studio’s Ink & Paint Department stamps are being issued as Forever stamps that are always equal in value to the current First-Class Mail service 1-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2017, All Stamps, Animals Stamps, Format Stamps, Sheet",177,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/Disney-Villains-3-550x550h.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/38-2017迪士尼.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/Disney-Villains-550x550-1.jpg",Specification,"5 sheets of 100 pieces, 10 sheets of 200 pieces, 25 sheets of 500 pieces",,
stamp1025,2020 US &#8216;Winter Scenes&#8217; Booklet,2020 US &#8216;Winter Scenes&#8217; Booklet,"<p>On October 16, 2020, in Winter Park, FL, the United States Postal Service issued the Winter Scenes stamps (Forever priced at the First-Class Mail rate) in 10 designs, in a pressure-sensitive adhesive (PSA) double-sided booklet of 20 stamps. Winter Scenes celebrates the beauty and serenity of seasonal sights amid snowy landscapes.</p><p>When the holiday season comes around each year, one of the most popular traditions is the sending of cards to friends and family. In 2020, the United States Postal Service issued a set of new Forever stamps picturing 10 different winter scenes. They are a great choice for sending cards or letters during the holidays.</p><p>Winter is the perfect time to sit back and reflect on all the good things that happened the previous year. And a growing number of people include a short letter with their holiday cards to keep friends and family up to date. Perhaps these letters with winter scenes stamps tell about the wedding of their children, the birth of their first grandchild, or even the welcoming of a new pet into the household. It is a fun way to relive the triumphs of the year and share joy with others.</p><p>Whether you have a lot of happy memories to share with your family and friends, or maybe just a few, sending a holiday card and letter is a great way to stay in touch. Sometimes people who have not talked in years may remember all the great things about each other and rekindle long-lost friendships. And it is all thanks to stamps and the hardworking United States Postal Service employees that all our holiday letters and cards make it to their destinations.</p><p>Stamps Background:</p><p>In the United States, winter officially begins on Dec. 21 or 22. But in some parts of the country, the snow begins falling and the temperatures plummet long before the solstice. Winter is not only a season but also a state of mind.</p><p>With Winter Scenes, the 10 photographs featured on the stamps showcase the special allure of winter with iconic scenes from the Northern United States. The stamps are being issued as Forever stamps in booklets of 20.</p><p>Art director Derry Noyes designed the stamps with existing images taken by various photographers.</p><p>These beautiful Winter Scenes Stamps will add brightness, color and a bit of that winter joy to cards and letters throughout the year.</p><p>Brand new double-sided booklet of 20 stamps.<br />Self-stick stamps.<br />Ten different photographs with iconic winter scenes.<br />Collectible item, valid for postage for holiday mail and more.<br />Forever stamps will always be equal in value to the current First-Class Mail 1-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2020, All Stamps, Any Occasion Stamps, Booklet, Format Stamps, Landscapes Stamps",160,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/52-2020冬季.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/52-2020冬季-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/52-2020冬季-2.jpg",Specification,"5 booklets of 100 pieces, 10 booklets of 200 pieces, 25 booklets of 500 pieces",,
stamp1026,Global African Daisy 2022 Booklet,Global African Daisy 2022 Booklet,"<p>Kansas City, MO — The Postal Service issued the newest Global Forever stamps today, featuring an image of an African Daisy in Kansas City Missouri without a ceremony. The African Daisy Stamps were issued in Kansas City Missouri without a ceremony.</p><p>A colorful African Daisy graces a new Global stamp from the U.S. Postal Service. This round Global stamps can be used to mail a one-ounce letter to any country to which First-Class Mail International® service is available. As with all Global stamps, this stamps will have a postage value equivalent to the price of the single-piece First-Class Mail International first-ounce machinable letter in effect at the time of use.</p><p>The stamp art is a photograph of an orange African Daisy. The photo was shot from above and shows the detail of the central disk formed by tiny tubular florets surrounded by petal-like ray florets.</p><h3>Stamps Pattern Background</h3><p>Native to southern Africa, Osteospermum—called the African Daisy—is widely available in U.S. nurseries and makes a gorgeous addition to any garden. The flowers open in the morning sun, with blooms in a variety of colors, including purple, pink, yellow, orange, and white. Some of the flowers have smooth, flat petals like a typical daisy, while others have petals that each radiate out into a shape like a spoon.</p><p>Where summers are cooler, African Daisies bloom abundantly from spring to fall frost. In climates with hot, humid summers, the flowers bloom well in spring to early summer, but they decline rapidly in high summer heat. Some varieties rebloom in fall when cooler temperatures return.</p><p>African daisies are members of the genus Osteospermum, part of the sunflower and daisy family Asteraceae. They are also sometimes known as daisybushes, Cape daisies, or blue-eyed daisies.</p><p>The bright blossoms attract butterflies, bees, and other pollinators.</p><p>Greg Breeding designed the african daisy stamps with an existing photograph by Cindy Dyer. William Gicker was the art director.</p><p>The African Daisy stamps are sold in a pane of 10 stamps.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2022, All Stamps, Booklet, Flowers Stamps, Format Stamps",122,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/61LHGJCcfeL.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/61ygD51VnYL.jpg",Specification,"10 booklets of 100 pieces, 20 booklets of 200 pieces, 50 booklets of 500 pieces",,
stamp1027,2021 US Barns Sheet,2021 US Barns Sheet,"<p>The U.S. Postal Service issues four new barns postcard stamps, which each piece also reflects one of the four seasons, that celebrate the beauty and history of American barns.</p><p>The artist created digital paintings of four types of iconic barns found in the rural American landscape. With differing qualities of light and color, each piece also reflects one of the four seasons: a round barn surrounded by the hazy light and warm colors of fall; a gambrel-roofed barn in summer; a forebay barn in an early spring countryside; and a Western barn on a winter’s night.</p><p>There is something about barns that appeals to almost everyone, evoking nostalgia for a lost way of life—an imagined simpler time—in even the most devoted city dweller. Barns have deep roots in American culture, reflecting the heritage of generations who worked the land.</p><p>The construction of many older barns required individuals with the skills to lay the foundation, to cut the timbers, to raise the frame, and to sheath and roof the structures. Built to last, these historic farm buildings still dot our rural landscape.</p><p>Today, there are ongoing efforts to preserve barns in America, from national and state organizations to local groups working to save specific buildings. Many barns are being maintained or adapted to continue their original purpose of housing animals and equipment and for storage. Others are finding new life as houses, offices, entertainment spaces, or even as wedding venues.</p><p>Whatever their modern function might be, historic barns represent America’s heritage. From the timber frames to the stone foundations, the materials and craftsmanship that went into constructing these barns tell the story of the importance of agriculture in building our country.</p><p>Ashley Walton designed the stamps with original artwork by Kim Johnson. Greg Breeding was the art director.</p><p>The word “POSTCARD” on the stamps indicates their usage value. Like a Forever® stamp, these stamps will always be valid for the rate printed on them.</p><p>Four new postcard stamps celebrate the beauty and history of American barns. With differing qualities of light and color, each piece reflects one of the four seasons: a round barn surrounded by the hazy light and warm colors of fall, a gambrel-roofed barn in summer, a forebay barn in an early spring countryside, and a Western barn on a winter’s night. Ashley Walton designed the stamps with original artwork by Kim Johnson. Greg Breeding was the art director.</p><p>Please NOTE these are self adhesive POSTCARD stamps. You will need to use TWO of these stamps to mail a standard, 1 ounce letter, pay a bill by mail, etc. It will take ONE stamp to mail a postcard.<br />These stamps will be good forever for the POSTCARD rate, which is lower than the First Class rate even if the postcard rate is increased in the future.<br />If you use ONE stamp to mail a standard 1 ounce letter, there is a chance the post office will RETURN your mail undelivered. Please use TWO of these stamps to mail a standard, 1 ounce letter.<br />Issued in a roll of 100 that does fit standard stamp roll dispensers.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2021, All Stamps, Format Stamps, Landscapes Stamps, Science & Space Stamps, Sheet",177,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/816h3aLa8sL.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/46-2021谷仓-2.jpg",Specification,"5 sheets of 100 pieces, 10 sheets of 200 pieces, 25 sheets of 500 pieces",,
stamp1028,2008 US Liberty Bell Booklet,2008 US Liberty Bell Booklet,"<p>The Postal Service™ will re-issue the non-denom­inated First-Class Mail® definitive, Forever Liberty Bell stamps on October 25, 2008, in New York, New York, in a pressure-sensitive adhesive (PSA) folded vending booklet of 20 stamps. The stamp, designed by Carl T. Herrman of Carlsbad, California, also goes on sale nationwide October 25, 2008.</p><p>The stamp was first issued in 2007. The forever stamp will always be valid as first-class postage on standard envelopes weighing one ounce or less, regardless of any subsequent increases in the first-class rate.</p><p>The stamp art depicts the liberty bell, which is perhaps the most prominent and recognizable symbol associated with American independence. Over the years, the historic significance of the bell’s message has transcended our national borders, and today the liberty bell is an international icon of freedom. Replicas of the liberty bell exist in all fifty states and the district of Columbia.</p><p>The Liberty Bell Stamps art features a computer-generated image of the liberty bell by nationally acclaimed artist tom engeman of Brunswick, Maryland. His previous projects for the postal service include stamped cards for Carlsbad caverns national park (2002), Ohio university (2003), and Columbia university (2003), as well as the 2003 American eagle definitive stamp, and the national world war ii memorial stamp issued in 2004. Made in the USA.</p><p>The U.S. Postal Service has picked the Liberty Bell as the design for its first Forever stamp, a stamp that will pay the postal rate to mail a letter no matter when it was purchased, no matter when it is used.</p><p>“The Liberty Bell is an icon that resonates for freedom and independence for all of America, and those are exactly the qualities we want people to associate with the Forever stamp,” Michael Plunkett, Acting Vice President of Pricing and Classification for the U.S. Postal Service, told CBSNews.com’s Lloyd de Vries in advance of the design’s release.</p><p>New booklet of (20) forever stamps issued by USPS.<br />Features liberty bell design.<br />Comes either as folded convertible booklet or flat double-sided booklet pane.<br />No longer available for sale at USPS – collectible item, still valid for postage.<br />Forever stamps will always be valid for first class postage even if rates change.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"All Stamps, Any Occasion Stamps, Booklet, Format Stamps",167,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/us_4125_-550x550h.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/63-22.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/Liberty-Bell-Stamps.jpg",Specification,"5 sheets of 100 pieces, 10 sheets of 200 pieces, 25 sheets of 500 pieces",,
stamp1029,US 2021 Otters in Snow Booklet,US 2021 Otters in Snow Booklet,"<p><strong><i>Otters in Snow</i></strong>, a new booklet of 20 stamps from the U.S. Postal Service, features four different scenes of the alert and playful North American river otter reveling in winter’s white landscape.</p><p>With original illustrations rendered in pen and ink with watercolor, the stamps are arranged in blocks of four. From upper left and moving clockwise, they depict an otter poking its head—seen in three-quarters profile—from the surface of an icy body of water; an otter sliding on its back, tail first, down a snowbank; an otter chest-deep in a snow drift, facing the viewer; and another otter sliding down a snowbank. In the stationary poses, snow clings to the otters’ fur. In the views showing motion, small snowballs race the otters downhill.</p><p>A denizen of riparian areas throughout most of the United States and Canada, this elegantly long and sleek mammal (Lontra canadensis) is designed for life in and around the water. Besides webbed feet, it has a muscular tail, about 40 percent of its entire body length, that powers it in swimming and diving. Otters may look a bit awkward when walking, but they are nothing but graceful as they twist and loop through the water, slide down snowbanks, or frolic in the fluffy white stuff. When they glide across ice to get to an opening and dive into the water below, it is because they depend on river creatures for their winter diet. We may shiver at the thought, but their dense double-layered coats insulate them against the winter cold and keep them from freezing.</p><p>Art director Derry Noyes designed the stamps with artwork from illustrator John Burgoyne. The <strong><i>Otters in Snow</i></strong> stamps are being issued as Forever® stamps. These Forever stamps will always be equal in value to the current First-Class Mail® one-ounce rate.</p><p>Made in the USA.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2021, All Stamps, Animals Stamps, Booklet, Format Stamps",176,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/683504-Z1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/US-2021-Otters-in-Snow-Forever-Stamps.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/683504-Z2.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/US-2021-Otters-in-Snow-Forever-Stamps-3.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/US-2021-Otters-in-Snow-Forever-Stamps-2.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/US-2021-Otters-in-Snow-Forever-Stamps-1.jpg",Specification,"5 booklets of 100 pieces, 10 booklets of 200 pieces, 25 booklets of 500 pieces",,
